,电影,票房占比,综合票房,场均人次,排片占比,上座率
42528,你好，之华,<0.1%,3.92,71,<0.1%,100%
42529,奇幻梦之旅,<0.1%,3.13,72,<0.1%,100%
42530,恐龙王,<0.1%,3.07,7,<0.1%,9.6%
42531,照相师,<0.1%,2.59,2,0.1%,1.2%
42532,夜魔奇案,<0.1%,2.42,3,0.1%,2.7%
42533,三只小猪2,<0.1%,2.22,5,<0.1%,4.6%
42534,湄公河行动,<0.1%,2.21,93,<0.1%,--
42535,冒牌搭档,<0.1%,2.01,30,<0.1%,33.8%
42536,超级快递,<0.1%,2.00,72,<0.1%,--
42537,大路朝天,<0.1%,1.84,2,<0.1%,1.9%
42538,冥王星时刻,<0.1%,1.61,6,<0.1%,6.3%
42539,进击的男孩,<0.1%,1.36,22,<0.1%,29.5%
42540,新木偶奇遇记,<0.1%,1.24,104,<0.1%,93.1%
42541,嘉年华,<0.1%,1.15,154,<0.1%,100.0%
42542,你在哪,<0.1%,1.15,154,<0.1%,100.0%
42543,初恋浅规则,<0.1%,1.11,71,<0.1%,48.6%
42544,神秘家族,<0.1%,1.08,81,<0.1%,100.0%
42545,片警宝音,<0.1%,1.07,2,<0.1%,1.1%
42546,惊涛飓浪,<0.1%,1.03,5,<0.1%,8.1%
42547,大唐风云2,<0.1%,1.01,133,<0.1%,48.8%
42548,海王,32.6%,3620.32,14,23.2%,9.5%
42549,蜘蛛侠：平行宇宙,23.9%,2654.78,10,25.5%,6.7%
42550,叶问外传：张天志,14.1%,1572.90,14,11.2%,13.0%
42551,天气预爆,11.0%,1230.26,8,14.9%,6.7%
42552,武林怪兽,7.0%,781.67,6,12.8%,5.9%
42553,龙猫,2.9%,328.09,8,4.5%,7.3%
42554,印度合伙人,1.4%,165.59,10,1.6%,10.8%
42555,又是一年三月三,1.2%,135.39,43,0.2%,76.5%
42556,天渠,0.6%,70.29,59,0.1%,84.4%
42557,春天的马拉松,0.5%,59.29,39,0.1%,32.9%
42558,狗十三,0.4%,51.92,9,0.5%,10.4%
42559,无名之辈,0.4%,49.63,8,0.7%,8.4%
42560,“大”人物,0.3%,41.18,18,0.2%,14.0%
42561,网络谜踪,0.3%,40.90,9,0.4%,9.3%
42562,记忆折叠,0.3%,36.69,65,<0.1%,100%
42563,最后一公里,0.2%,25.11,69,<0.1%,99.6%
42564,绿毛怪格林奇,0.2%,24.67,5,0.5%,4.4%
42565,台仙魔咒,0.1%,19.52,81,<0.1%,100%
42566,毒液：致命守护者,0.1%,18.96,5,0.3%,5.7%
42567,印度暴徒,0.1%,18.20,29,<0.1%,8.8%
42568,闽宁镇,0.1%,13.69,7,0.2%,6.0%
42569,敦煌不了情,0.1%,12.50,30,<0.1%,100%
42570,午夜整容室,0.1%,11.65,6,0.2%,6.2%
42571,地球最后的夜晚,0.1%,11.25,162,<0.1%,--
42572,中国合伙人2,<0.1%,10.27,3,0.5%,2.4%
42573,天慕,<0.1%,8.88,114,<0.1%,100%
42574,浴血广昌,<0.1%,8.59,78,<0.1%,100%
42575,照相师,<0.1%,8.30,3,0.2%,2.8%
42576,湄公河行动,<0.1%,5.54,128,<0.1%,100%
42577,黄大年,<0.1%,4.27,3,0.1%,2.4%
42578,大路朝天,<0.1%,4.27,5,0.1%,4.2%
42579,你在哪,<0.1%,4.19,112,<0.1%,72.7%
42580,远去的牧歌,<0.1%,4.17,11,<0.1%,25.8%
42581,信仰者,<0.1%,3.58,59,<0.1%,59.3%
42582,生活万岁,<0.1%,3.09,6,<0.1%,7.6%
42583,超时空大冒险,<0.1%,2.99,28,<0.1%,52.3%
42584,新木偶奇遇记,<0.1%,2.20,131,<0.1%,77.5%
42585,中国蓝盔,<0.1%,1.95,150,<0.1%,95.1%
42586,夜魔奇案,<0.1%,1.52,2,0.1%,1.8%
42587,片警宝音,<0.1%,1.25,2,0.1%,1.2%
42588,阿凡提之奇缘历险,<0.1%,1.21,146,<0.1%,100%
42589,摘金奇缘,<0.1%,1.04,7,<0.1%,10.9%
42590,淡蓝琥珀,<0.1%,1.00,1,0.1%,0.6%
42591,海王,32.6%,3577.58,14,24.0%,9.1%
42592,蜘蛛侠：平行宇宙,22.6%,2476.31,10,24.3%,6.6%
42593,叶问外传：张天志,15.9%,1750.32,13,13.0%,12.0%
42594,天气预爆,10.4%,1145.03,8,14.0%,6.8%
42595,武林怪兽,7.1%,788.24,7,12.2%,6.3%
42596,龙猫,3.1%,346.16,8,4.6%,7.6%
42597,印度合伙人,1.5%,166.46,10,1.7%,10.2%
42598,又是一年三月三,0.9%,107.37,39,0.2%,72.8%
42599,天渠,0.6%,73.16,63,0.1%,94.5%
42600,狗十三,0.5%,59.08,10,0.6%,10.9%
42601,无名之辈,0.5%,56.83,8,0.8%,8.9%
42602,春天的马拉松,0.4%,46.49,32,0.1%,26.2%
42603,网络谜踪,0.4%,45.77,10,0.4%,10.3%
42604,记忆折叠,0.2%,31.76,72,<0.1%,--
42605,绿毛怪格林奇,0.2%,29.98,5,0.5%,5.2%
42606,中国合伙人2,0.2%,28.81,6,0.4%,5.7%
42607,最后一公里,0.2%,25.38,65,<0.1%,92.9%
42608,毒液：致命守护者,0.1%,20.93,5,0.4%,5.8%
42609,大路朝天,0.1%,20.46,23,<0.1%,24.9%
42610,台仙魔咒,0.1%,15.99,67,<0.1%,100%
42611,闽宁镇,0.1%,13.61,8,0.2%,6.5%
42612,敦煌不了情,0.1%,12.94,29,<0.1%,100%
42613,天慕,0.1%,12.02,103,<0.1%,100%
42614,照相师,0.1%,11.90,4,0.3%,3.9%
42615,午夜整容室,<0.1%,9.91,5,0.2%,5.2%
42616,黄大年,<0.1%,7.65,4,0.2%,3.8%
42617,浴血广昌,<0.1%,7.57,59,<0.1%,72.3%
42618,湄公河行动,<0.1%,5.87,89,<0.1%,--
42619,远去的牧歌,<0.1%,4.75,12,<0.1%,25.6%
42620,你在哪,<0.1%,4.12,110,<0.1%,71.5%
42621,超时空大冒险,<0.1%,3.27,27,<0.1%,60.4%
42622,勇敢往事,<0.1%,2.27,181,<0.1%,100%
42623,生活万岁,<0.1%,2.26,5,<0.1%,5.6%
42624,神探狗笨吉,<0.1%,2.07,173,<0.1%,100.0%
42625,新木偶奇遇记,<0.1%,1.93,147,<0.1%,79.9%
42626,夜魔奇案,<0.1%,1.78,2,0.1%,2.2%
42627,信仰者,<0.1%,1.41,39,<0.1%,46.0%
42628,初恋浅规则,<0.1%,1.39,96,<0.1%,67.3%
42629,旗袍先生,<0.1%,1.31,73,<0.1%,100.0%
42630,潜艇总动员之时光宝盒,<0.1%,1.20,16,<0.1%,--
42631,海王,30.5%,1954.58,8,24.4%,5.0%
42632,蜘蛛侠：平行宇宙,20.4%,1307.80,6,23.0%,3.8%
42633,叶问外传：张天志,19.1%,1224.22,9,14.7%,7.3%
42634,天气预爆,8.8%,567.73,5,13.3%,3.7%
42635,武林怪兽,6.7%,434.31,4,11.8%,3.7%
42636,龙猫,2.8%,181.28,5,4.5%,4.3%
42637,印度合伙人,1.5%,99.79,6,1.8%,6.0%
42638,天渠,1.1%,70.42,58,0.1%,77.4%
42639,春天的马拉松,1.0%,64.88,38,0.1%,30.5%
42640,中国合伙人2,0.9%,61.44,10,0.5%,10.9%
42641,狗十三,0.6%,41.82,7,0.6%,7.1%
42642,记忆折叠,0.6%,40.39,80,<0.1%,--
42643,来电狂响,0.5%,36.40,161,<0.1%,100.0%
42644,无名之辈,0.5%,36.16,5,0.9%,5.4%
42645,网络谜踪,0.4%,27.54,6,0.4%,6.1%
42646,最后一公里,0.4%,27.20,68,<0.1%,82.9%
42647,照相师,0.3%,20.74,6,0.3%,5.9%
42648,台仙魔咒,0.2%,17.16,72,<0.1%,100%
42649,大路朝天,0.2%,16.37,17,0.1%,18.3%
42650,湄公河行动,0.2%,14.48,111,<0.1%,100%
42651,毒液：致命守护者,0.2%,14.29,4,0.4%,3.7%
42652,天慕,0.2%,13.21,130,<0.1%,100%
42653,黄大年,0.2%,13.03,7,0.2%,6.4%
42654,闽宁镇,0.1%,10.62,6,0.2%,5.4%
42655,绿毛怪格林奇,0.1%,9.48,3,0.4%,2.3%
42656,敦煌不了情,0.1%,8.52,19,<0.1%,100%
42657,浴血广昌,0.1%,8.37,62,<0.1%,78.1%
42658,午夜整容室,<0.1%,6.33,3,0.2%,3.4%
42659,远去的牧歌,<0.1%,5.61,14,<0.1%,21.9%
42660,你在哪,<0.1%,4.12,110,<0.1%,71.5%
42661,又是一年三月三,<0.1%,3.77,6,<0.1%,6.4%
42662,神秘家族,<0.1%,3.36,52,<0.1%,95.8%
42663,生活万岁,<0.1%,2.91,6,<0.1%,6.5%
42664,奎迪：英雄再起,<0.1%,2.18,125,<0.1%,100%
42665,冒牌搭档,<0.1%,2.09,49,<0.1%,100%
42666,超时空大冒险,<0.1%,1.77,16,<0.1%,28.2%
42667,新木偶奇遇记,<0.1%,1.68,126,<0.1%,64.1%
42668,李保国,<0.1%,1.63,23,<0.1%,26.1%
42669,片警宝音,<0.1%,1.60,2,0.1%,1.6%
42670,麦兜当当伴我心,<0.1%,1.53,102,<0.1%,100.0%
42671,夜魔奇案,<0.1%,1.49,2,<0.1%,2.3%
42672,旗袍先生,<0.1%,1.31,73,<0.1%,100.0%
42673,潜艇总动员之时光宝盒,<0.1%,1.27,107,<0.1%,--
42674,消失爱人,<0.1%,1.15,116,<0.1%,100.0%
42675,阿凡提之奇缘历险,<0.1%,1.13,189,<0.1%,100%
42676,海王,30.9%,1753.17,7,24.6%,4.5%
42677,蜘蛛侠：平行宇宙,19.8%,1125.99,5,22.4%,3.4%
42678,叶问外传：张天志,18.7%,1062.06,7,15.8%,5.9%
42679,天气预爆,8.3%,473.27,4,13.0%,3.2%
42680,武林怪兽,6.4%,364.48,4,11.7%,3.2%
42681,龙猫,2.6%,150.86,4,4.4%,3.6%
42682,印度合伙人,1.6%,94.13,6,1.9%,5.5%
42683,中国合伙人2,1.5%,87.48,13,0.5%,14.9%
42684,春天的马拉松,1.2%,68.94,40,0.1%,31.9%
42685,天渠,1.1%,64.87,52,0.1%,68.0%
42686,狗十三,0.8%,46.56,7,0.6%,7.7%
42687,记忆折叠,0.7%,42.64,73,<0.1%,--
42688,最后一公里,0.6%,37.38,73,<0.1%,89.1%
42689,无名之辈,0.6%,35.91,5,0.9%,5.0%
42690,网络谜踪,0.4%,27.55,6,0.4%,5.9%
42691,照相师,0.4%,27.38,8,0.3%,7.4%
42692,湄公河行动,0.3%,20.44,110,<0.1%,100%
42693,台仙魔咒,0.2%,16.15,67,<0.1%,100%
42694,破天荒,0.2%,14.71,89,<0.1%,100%
42695,毒液：致命守护者,0.2%,14.17,4,0.4%,3.6%
42696,黄大年,0.2%,13.47,7,0.2%,6.5%
42697,大路朝天,0.2%,11.78,13,<0.1%,13.3%
42698,天慕,0.1%,11.06,99,<0.1%,100%
42699,闽宁镇,0.1%,10.96,7,0.1%,5.5%
42700,敦煌不了情,0.1%,10.94,18,<0.1%,100%
42701,绿毛怪格林奇,0.1%,6.06,2,0.3%,1.6%
42702,午夜整容室,<0.1%,5.53,3,0.2%,2.9%
42703,浴血广昌,<0.1%,5.48,59,<0.1%,81.8%
42704,李保国,<0.1%,4.29,52,<0.1%,54.2%
42705,远去的牧歌,<0.1%,4.21,12,<0.1%,19.5%
42706,你在哪,<0.1%,4.13,104,<0.1%,66.2%
42707,神秘家族,<0.1%,3.36,49,<0.1%,68.7%
42708,超级快递,<0.1%,2.50,194,<0.1%,--
42709,来电狂响,<0.1%,1.97,22,<0.1%,37.1%
42710,生活万岁,<0.1%,1.95,4,<0.1%,4.4%
42711,地球最后的夜晚,<0.1%,1.60,48,<0.1%,--
42712,麦兜当当伴我心,<0.1%,1.53,102,<0.1%,100.0%
42713,勇敢往事,<0.1%,1.52,380,<0.1%,--
42714,奎迪：英雄再起,<0.1%,1.38,31,<0.1%,34.5%
42715,旗袍先生,<0.1%,1.31,73,<0.1%,100.0%
42716,老爸102岁,<0.1%,1.31,7,<0.1%,8.3%
42717,消失爱人,<0.1%,1.15,116,<0.1%,100.0%
42718,夜魔奇案,<0.1%,1.00,2,<0.1%,1.6%
42719,来电狂响,23.6%,1792.07,15,11.6%,11.9%
42720,海王,22.0%,1675.18,8,20.7%,4.7%
42721,蜘蛛侠：平行宇宙,13.9%,1057.45,6,16.7%,4.2%
42722,印度暴徒,13.7%,1043.50,13,8.9%,11.1%
42723,叶问外传：张天志,9.7%,737.52,6,12.7%,4.8%
42724,天气预爆,3.2%,244.76,3,7.9%,2.7%
42725,武林怪兽,2.0%,158.80,3,6.8%,2.3%
42726,龙猫,1.6%,125.21,5,2.7%,4.7%
42727,中国合伙人2,1.3%,100.77,21,0.3%,22.6%
42728,神探狗笨吉,1.0%,82.33,2,6.2%,1.4%
42729,春天的马拉松,0.7%,60.25,43,0.1%,34.3%
42730,天渠,0.7%,57.67,50,0.1%,58.9%
42731,印度合伙人,0.6%,46.18,5,1.0%,4.7%
42732,狗十三,0.5%,39.99,8,0.4%,8.8%
42733,湄公河行动,0.5%,38.64,82,<0.1%,100%
42734,记忆折叠,0.4%,36.58,56,<0.1%,100%
42735,照相师,0.3%,28.60,11,0.2%,10.6%
42736,最后一公里,0.2%,22.25,64,<0.1%,82.2%
42737,无名之辈,0.2%,22.08,5,0.5%,4.9%
42738,网络谜踪,0.2%,20.87,8,0.2%,7.7%
42739,破天荒,0.2%,18.62,77,<0.1%,100%
42740,大路朝天,0.1%,14.86,20,<0.1%,19.8%
42741,敦煌不了情,0.1%,13.72,24,<0.1%,100%
42742,黄大年,0.1%,13.40,6,0.2%,6.1%
42743,云南虫谷,0.1%,12.22,33,<0.1%,100%
42744,闽宁镇,0.1%,10.14,7,0.1%,5.6%
42745,毒液：致命守护者,0.1%,9.06,3,0.3%,3.2%
42746,天慕,0.1%,8.75,104,<0.1%,100%
42747,台仙魔咒,0.1%,7.94,54,<0.1%,100%
42748,两只小猪之勇闯神秘岛,<0.1%,7.00,159,<0.1%,100%
42749,远去的牧歌,<0.1%,6.38,16,<0.1%,29.1%
42750,绿毛怪格林奇,<0.1%,5.91,3,0.2%,3.1%
42751,超级快递,<0.1%,4.01,255,<0.1%,--
42752,午夜整容室,<0.1%,3.08,3,0.1%,2.9%
42753,神秘家族,<0.1%,3.06,48,<0.1%,80.1%
42754,李保国,<0.1%,2.84,45,<0.1%,56.1%
42755,浴血广昌,<0.1%,2.75,86,<0.1%,100%
42756,阿里巴巴三根金发,<0.1%,2.64,165,<0.1%,100%
42757,大黄蜂,<0.1%,2.33,53,<0.1%,75.0%
42758,初恋浅规则,<0.1%,2.10,126,<0.1%,86.8%
42759,热土,<0.1%,2.07,5,<0.1%,4.7%
42760,龟兔大作战,<0.1%,1.94,134,<0.1%,94.2%
42761,生活万岁,<0.1%,1.59,4,<0.1%,5.0%
42762,邹碧华,<0.1%,1.56,21,<0.1%,32.5%
42763,麦兜当当伴我心,<0.1%,1.53,102,<0.1%,100.0%
42764,片警宝音,<0.1%,1.37,2,0.1%,1.6%
42765,旗袍先生,<0.1%,1.31,73,<0.1%,100%
42766,奎迪：英雄再起,<0.1%,1.17,138,<0.1%,--
42767,诡梦凶铃,<0.1%,1.15,102,<0.1%,100%
42768,西游记之大圣归来,<0.1%,1.09,147,<0.1%,100%
42769,云南虫谷,31.4%,6472.57,17,28.6%,11.1%
42770,来电狂响,31.2%,6425.28,23,22.9%,18.8%
42771,断片之险途夺宝,11.6%,2392.82,10,20.4%,8.6%
42772,海王,9.1%,1881.18,22,6.3%,16.4%
42773,蜘蛛侠：平行宇宙,6.8%,1403.15,20,5.2%,16.1%
42774,印度暴徒,5.2%,1081.63,10,10.0%,9.6%
42775,叶问外传：张天志,1.1%,236.27,11,1.8%,10.0%
42776,龙猫,0.5%,122.97,17,0.6%,18.2%
42777,中国合伙人2,0.3%,69.02,42,0.1%,52.9%
42778,春天的马拉松,0.2%,45.76,68,<0.1%,53.1%
42779,神探狗笨吉,0.1%,37.85,5,0.8%,5.3%
42780,敦煌不了情,0.1%,33.96,56,<0.1%,100%
42781,天渠,0.1%,31.76,42,<0.1%,45.6%
42782,天气预爆,0.1%,27.76,4,0.7%,3.8%
42783,绿毛怪格林奇,0.1%,27.40,17,0.1%,21.8%
42784,照相师,0.1%,23.75,19,0.1%,19.1%
42785,武林怪兽,0.1%,22.37,4,0.4%,5.4%
42786,印度合伙人,<0.1%,18.54,18,0.1%,23.7%
42787,湄公河行动,<0.1%,18.53,110,<0.1%,100%
42788,最后一公里,<0.1%,17.62,70,<0.1%,88.7%
42789,狗十三,<0.1%,15.31,20,<0.1%,30.9%
42790,大路朝天,<0.1%,11.87,27,<0.1%,27.7%
42791,远去的牧歌,<0.1%,10.07,33,<0.1%,100%
42792,龟兔大作战,<0.1%,7.45,70,<0.1%,71.6%
42793,两只小猪之勇闯神秘岛,<0.1%,7.12,84,<0.1%,66.2%
42794,闽宁镇,<0.1%,7.07,7,<0.1%,6.2%
42795,黄大年,<0.1%,6.94,6,0.1%,6.9%
42796,午夜废墟,<0.1%,6.74,3,0.2%,3.4%
42797,惊涛飓浪,<0.1%,6.62,45,<0.1%,48.5%
42798,无名之辈,<0.1%,6.03,9,<0.1%,15.5%
42799,天慕,<0.1%,5.92,124,<0.1%,100%
42800,网络谜踪,<0.1%,5.49,15,<0.1%,21.4%
42801,毒液：致命守护者,<0.1%,4.72,7,<0.1%,8.9%
42802,三只小猪2,<0.1%,4.57,25,<0.1%,42.7%
42803,浴血广昌,<0.1%,3.87,88,<0.1%,100%
42804,奎迪：英雄再起,<0.1%,3.47,119,<0.1%,100%
42805,辛巴达与美人鱼公主,<0.1%,3.15,132,<0.1%,86.1%
42806,消失爱人,<0.1%,3.02,224,<0.1%,100.0%
42807,超级快递,<0.1%,2.76,77,<0.1%,--
42808,勇敢往事,<0.1%,2.46,224,<0.1%,100%
42809,神秘家族,<0.1%,2.28,51,<0.1%,76.9%
42810,旗袍先生,<0.1%,2.24,69,<0.1%,89.2%
42811,诡梦凶铃,<0.1%,2.07,136,<0.1%,100.0%
42812,台仙魔咒,<0.1%,2.01,28,<0.1%,100%
42813,“大”人物,<0.1%,1.63,86,<0.1%,94.3%
42814,初恋浅规则,<0.1%,1.58,155,<0.1%,62.8%
42815,大唐风云2,<0.1%,1.46,109,<0.1%,71.7%
42816,警车联盟,<0.1%,1.32,175,<0.1%,--
42817,超时空大冒险,<0.1%,1.21,21,<0.1%,48.9%
42818,片警宝音,<0.1%,1.13,2,<0.1%,1.9%
42819,热土,<0.1%,1.00,7,<0.1%,7.2%
42820,记忆折叠,<0.1%,1.00,100,<0.1%,100%
42821,来电狂响,35.2%,8726.39,27,25.2%,20.6%
42822,海王,17.5%,4331.95,32,10.2%,22.5%
42823,云南虫谷,13.8%,3414.81,12,20.9%,8.3%
42824,蜘蛛侠：平行宇宙,13.7%,3398.17,29,8.8%,22.7%
42825,断片之险途夺宝,5.1%,1271.53,8,12.1%,7.6%
42826,印度暴徒,4.6%,1138.14,16,6.3%,15.9%
42827,叶问外传：张天志,1.7%,433.06,15,2.3%,14.0%
42828,龙猫,1.4%,360.14,23,1.3%,24.0%
42829,地球最后的夜晚,1.1%,288.59,39,0.5%,26.6%
42830,阿里巴巴三根金发,0.9%,231.50,6,3.4%,6.1%
42831,龟兔大作战,0.8%,207.71,9,1.8%,8.6%
42832,两只小猪之勇闯神秘岛,0.6%,164.71,8,1.8%,8.3%
42833,警车联盟,0.4%,117.08,10,1.1%,9.4%
42834,神探狗笨吉,0.2%,70.05,10,0.7%,10.3%
42835,武林怪兽,0.2%,55.96,7,0.6%,7.9%
42836,中国合伙人2,0.1%,49.29,34,<0.1%,44.0%
42837,敦煌不了情,0.1%,43.30,61,<0.1%,100%
42838,天气预爆,0.1%,36.59,6,0.5%,6.6%
42839,狗十三,0.1%,28.69,23,0.1%,32.6%
42840,“大”人物,0.1%,28.29,17,0.1%,13.8%
42841,绿毛怪格林奇,0.1%,24.82,12,0.1%,15.0%
42842,春天的马拉松,<0.1%,22.48,51,<0.1%,43.3%
42843,印度合伙人,<0.1%,21.58,17,0.1%,21.5%
42844,湄公河行动,<0.1%,20.29,121,<0.1%,100%
42845,四个春天,<0.1%,17.40,52,<0.1%,55.6%
42846,天渠,<0.1%,17.11,56,<0.1%,72.9%
42847,网络谜踪,<0.1%,16.91,21,<0.1%,25.7%
42848,最后一公里,<0.1%,16.71,86,<0.1%,85.9%
42849,黄大年,<0.1%,16.26,14,<0.1%,18.3%
42850,热土,<0.1%,16.08,56,<0.1%,64.9%
42851,毒液：致命守护者,<0.1%,15.45,13,<0.1%,16.8%
42852,无名之辈,<0.1%,14.97,13,0.1%,17.9%
42853,大路朝天,<0.1%,10.65,21,<0.1%,23.9%
42854,远去的牧歌,<0.1%,9.54,42,<0.1%,100%
42855,照相师,<0.1%,8.36,9,<0.1%,9.8%
42856,超级快递,<0.1%,6.00,72,<0.1%,--
42857,记忆折叠,<0.1%,4.50,180,<0.1%,100%
42858,天慕,<0.1%,4.13,92,<0.1%,100%
42859,午夜废墟,<0.1%,3.90,4,0.1%,4.5%
42860,奎迪：英雄再起,<0.1%,3.56,133,<0.1%,100%
42861,浴血广昌,<0.1%,3.30,92,<0.1%,100%
42862,辛巴达与美人鱼公主,<0.1%,2.95,90,<0.1%,100%
42863,冒牌搭档,<0.1%,2.60,56,<0.1%,100%
42864,旗袍先生,<0.1%,2.43,63,<0.1%,90.1%
42865,午夜整容室,<0.1%,2.36,5,<0.1%,5.1%
42866,神秘家族,<0.1%,2.28,64,<0.1%,100.0%
42867,真假森林王,<0.1%,2.24,250,<0.1%,96.2%
42868,阿凡提之奇缘历险,<0.1%,1.91,186,<0.1%,84.1%
42869,闽宁镇,<0.1%,1.90,3,<0.1%,2.4%
42870,新木偶奇遇记,<0.1%,1.76,196,<0.1%,94.5%
42871,皇帝的新装之圣诞大明星,<0.1%,1.53,162,<0.1%,100%
42872,在天堂等我,<0.1%,1.41,158,<0.1%,100%
42873,生活万岁,<0.1%,1.33,5,<0.1%,6.6%
42874,惊涛飓浪,<0.1%,1.23,15,<0.1%,28.6%
42875,潜艇总动员之时光宝盒,<0.1%,1.20,105,<0.1%,100%
42876,诡梦凶铃,<0.1%,1.10,167,<0.1%,92.0%
42877,初恋浅规则,<0.1%,1.05,66,<0.1%,58.4%
42878,地球最后的夜晚,50.8%,26277.65,58,34.0%,44.1%
42879,来电狂响,20.0%,10362.38,42,19.8%,34.9%
42880,海王,10.3%,5342.57,46,8.8%,32.0%
42881,蜘蛛侠：平行宇宙,7.6%,3942.10,37,8.2%,29.7%
42882,云南虫谷,4.3%,2256.59,18,9.7%,14.9%
42883,印度暴徒,1.5%,782.06,24,3.1%,24.6%
42884,断片之险途夺宝,1.4%,765.40,12,5.4%,11.8%
42885,龙猫,0.9%,515.23,30,1.5%,29.4%
42886,叶问外传：张天志,0.6%,333.98,21,1.3%,20.8%
42887,阿里巴巴三根金发,0.3%,163.58,8,2.0%,7.7%
42888,两只小猪之勇闯神秘岛,0.2%,121.10,9,1.2%,9.3%
42889,龟兔大作战,0.2%,110.47,9,1.0%,9.1%
42890,敦煌不了情,0.1%,98.81,147,<0.1%,100%
42891,警车联盟,0.1%,87.85,14,0.6%,13.3%
42892,神探狗笨吉,0.1%,65.41,12,0.5%,13.0%
42893,武林怪兽,0.1%,52.91,8,0.5%,8.2%
42894,中国合伙人2,<0.1%,42.55,37,<0.1%,46.4%
42895,湄公河行动,<0.1%,30.63,85,<0.1%,100%
42896,“大”人物,<0.1%,25.34,23,<0.1%,19.5%
42897,绿毛怪格林奇,<0.1%,25.29,14,0.1%,17.2%
42898,天气预爆,<0.1%,24.65,8,0.2%,10.8%
42899,狗十三,<0.1%,19.44,25,<0.1%,36.5%
42900,热土,<0.1%,17.32,59,<0.1%,57.9%
42901,印度合伙人,<0.1%,16.39,24,<0.1%,32.7%
42902,毒液：致命守护者,<0.1%,15.99,18,<0.1%,23.2%
42903,四个春天,<0.1%,14.40,50,<0.1%,55.6%
42904,奎迪：英雄再起,<0.1%,13.73,88,<0.1%,68.8%
42905,无名之辈,<0.1%,12.76,17,<0.1%,24.9%
42906,最后一公里,<0.1%,11.88,78,<0.1%,87.2%
42907,网络谜踪,<0.1%,11.57,24,<0.1%,37.5%
42908,天渠,<0.1%,10.32,50,<0.1%,50.0%
42909,远去的牧歌,<0.1%,6.68,37,<0.1%,100%
42910,大路朝天,<0.1%,6.45,15,<0.1%,20.6%
42911,午夜废墟,<0.1%,5.36,13,<0.1%,17.1%
42912,超级快递,<0.1%,4.80,80,<0.1%,--
42913,潜艇总动员之时光宝盒,<0.1%,3.26,109,<0.1%,83.3%
42914,天慕,<0.1%,3.16,128,<0.1%,97.0%
42915,照相师,<0.1%,3.06,6,<0.1%,5.6%
42916,初恋浅规则,<0.1%,3.03,132,<0.1%,85.0%
42917,午夜整容室,<0.1%,2.99,14,<0.1%,15.9%
42918,春天的马拉松,<0.1%,2.69,12,<0.1%,11.6%
42919,真假森林王,<0.1%,2.45,205,<0.1%,100%
42920,神秘家族,<0.1%,2.16,80,<0.1%,100.0%
42921,新大头儿子和小头爸爸2一日成才,<0.1%,2.04,114,<0.1%,74.7%
42922,浴血广昌,<0.1%,1.74,92,<0.1%,100%
42923,辛巴达与美人鱼公主,<0.1%,1.48,93,<0.1%,100%
42924,恐龙王,<0.1%,1.43,11,<0.1%,14.4%
42925,旗袍先生,<0.1%,1.38,37,<0.1%,66.1%
42926,生活万岁,<0.1%,1.23,5,<0.1%,6.2%
42927,刀剑神域：序列之争,<0.1%,1.19,133,<0.1%,--
42928,闽宁镇,<0.1%,1.00,3,<0.1%,1.9%
42929,来电狂响,39.6%,9464.33,28,27.7%,21.2%
42930,海王,21.3%,5096.93,26,15.8%,17.2%
42931,蜘蛛侠：平行宇宙,14.0%,3356.14,23,12.2%,17.7%
42932,云南虫谷,5.9%,1422.54,12,9.5%,11.2%
42933,地球最后的夜晚,4.7%,1123.09,7,13.7%,5.4%
42934,印度暴徒,3.5%,846.94,18,4.4%,18.5%
42935,龙猫,2.4%,593.52,23,2.3%,23.2%
42936,叶问外传：张天志,2.0%,497.74,18,2.2%,17.9%
42937,断片之险途夺宝,1.4%,353.88,7,4.4%,7.2%
42938,大黄蜂,1.0%,240.11,288,<0.1%,90.4%
42939,阿里巴巴三根金发,0.6%,165.04,8,1.8%,7.5%
42940,警车联盟,0.5%,139.82,16,0.7%,15.7%
42941,两只小猪之勇闯神秘岛,0.3%,90.57,9,1.1%,9.0%
42942,神探狗笨吉,0.2%,67.53,14,0.4%,15.9%
42943,龟兔大作战,0.2%,57.48,7,0.8%,6.7%
42944,敦煌不了情,0.2%,51.78,79,<0.1%,100%
42945,绿毛怪格林奇,0.1%,31.06,14,0.1%,16.3%
42946,“大”人物,0.1%,30.09,27,<0.1%,23.3%
42947,天气预爆,0.1%,27.24,7,0.3%,9.2%
42948,中国合伙人2,0.1%,26.15,25,<0.1%,37.2%
42949,毒液：致命守护者,<0.1%,22.02,14,0.1%,16.9%
42950,武林怪兽,<0.1%,21.09,6,0.3%,6.9%
42951,大路朝天,<0.1%,20.62,29,<0.1%,36.2%
42952,印度合伙人,<0.1%,16.64,15,0.1%,16.6%
42953,无名之辈,<0.1%,13.32,12,0.1%,15.4%
42954,四个春天,<0.1%,12.34,14,<0.1%,15.7%
42955,热土,<0.1%,10.13,53,<0.1%,40.5%
42956,网络谜踪,<0.1%,9.51,15,<0.1%,19.0%
42957,狗十三,<0.1%,9.30,13,<0.1%,17.1%
42958,照相师,<0.1%,4.09,7,<0.1%,7.0%
42959,最后一公里,<0.1%,3.43,66,<0.1%,96.2%
42960,流浪地球,<0.1%,3.15,450,<0.1%,--
