,电影,票房占比,综合票房,场均人次,排片占比,上座率
14259,泡沫之夏,<0.1%,6.60,2,0.7%,1.9%
14260,超级保镖,<0.1%,4.83,11,<0.1%,25.0%
14261,古田会议,<0.1%,4.79,29,<0.1%,31.1%
14262,夏有乔木 雅望天堂,<0.1%,4.16,82,<0.1%,51.9%
14263,笔仙撞碟仙,<0.1%,4.08,4,0.2%,6.9%
14264,恐怖爱情故事之死亡公路,<0.1%,4.08,3,0.3%,3.7%
14265,路边野餐,<0.1%,3.13,14,<0.1%,18.4%
14266,赏金猎人,<0.1%,2.93,5,<0.1%,7.1%
14267,摇滚藏獒,<0.1%,2.89,7,<0.1%,9.2%
14268,超能太阳鸭,<0.1%,2.46,4,<0.1%,4.5%
14269,少年师爷之大禹宝藏,<0.1%,2.05,2,0.2%,1.7%
14270,近在咫尺的爱恋,<0.1%,1.82,20,<0.1%,77.9%
14271,大火种,<0.1%,1.33,30,<0.1%,18.4%
14272,发条城市,<0.1%,1.24,18,<0.1%,41.7%
14273,神秘世界历险记3,<0.1%,1.09,31,<0.1%,100%
14274,终极胜利,<0.1%,1.08,36,<0.1%,61.8%
14275,绝战,<0.1%,1.04,48,<0.1%,23.3%
14276,李三娘,<0.1%,1.02,21,<0.1%,--
14277,封神传奇,51.9%,7793.05,30,34.7%,19.5%
14278,绝地逃亡,23.4%,3510.56,23,20.2%,18.1%
14279,神秘世界历险记3,6.3%,946.14,19,7.3%,18.4%
14280,泰山归来：险战丛林,5.5%,839.58,19,5.9%,17.8%
14281,哆啦A梦：新·大雄的日本诞生,2.9%,442.56,15,5.1%,15.0%
14282,宝贝当家,2.3%,355.87,8,7.4%,7.8%
14283,情况不妙,1.6%,240.14,12,3.8%,11.3%
14284,寒战2,1.1%,172.22,17,1.1%,17.3%
14285,大鱼海棠,1.1%,171.33,12,1.9%,12.8%
14286,六弄咖啡馆,0.7%,111.70,4,4.8%,3.9%
14287,陆垚知马俐,0.6%,101.37,14,1.1%,17.7%
14288,老阿姨,0.3%,53.96,95,<0.1%,100%
14289,红色警戒999,0.3%,52.53,4,2.2%,3.6%
14290,催命符之劫后重生,0.2%,40.54,7,1.2%,8.1%
14291,天亮之前,0.1%,26.65,7,0.5%,8.8%
14292,惊天大逆转,0.1%,17.36,17,0.1%,20.4%
14293,巴霍巴利王：开端,<0.1%,13.66,9,0.2%,11.8%
14294,毒中毒,<0.1%,11.58,7,0.3%,7.9%
14295,终极胜利,<0.1%,9.15,206,<0.1%,100%
14296,致青春·原来你还在这里,<0.1%,8.62,7,0.1%,13.0%
14297,忍者神龟2：破影而出,<0.1%,7.11,7,0.1%,9.0%
14298,绝战,<0.1%,6.39,189,<0.1%,100%
14299,古田会议,<0.1%,5.67,33,<0.1%,37.4%
14300,摇滚藏獒,<0.1%,5.29,28,<0.1%,27.9%
14301,快手枪手快枪手,<0.1%,3.97,7,<0.1%,9.3%
14302,超级保镖,<0.1%,3.65,22,<0.1%,61.8%
14303,刺猬小子之天生我刺,<0.1%,3.42,4,0.1%,4.9%
14304,大火种,<0.1%,3.38,47,<0.1%,42.4%
14305,路边野餐,<0.1%,3.26,17,<0.1%,20.1%
14306,党的女儿尹灵芝,<0.1%,2.34,26,<0.1%,32.7%
14307,发条城市,<0.1%,1.88,24,<0.1%,41.1%
14308,赏金猎人,<0.1%,1.60,9,<0.1%,11.5%
14309,笔仙撞碟仙,<0.1%,1.55,3,0.1%,6.6%
14310,恐怖爱情故事之死亡公路,<0.1%,1.50,4,<0.1%,5.3%
14311,夏有乔木 雅望天堂,<0.1%,1.50,36,<0.1%,24.4%
14312,三人行,<0.1%,1.22,102,<0.1%,50.0%
14313,封神传奇,36.9%,6454.50,25,34.1%,15.9%
14314,绝地逃亡,29.8%,5224.40,32,20.4%,25.9%
14315,泰山归来：险战丛林,8.4%,1478.27,30,6.3%,28.3%
14316,神秘世界历险记3,8.3%,1458.33,22,9.4%,21.0%
14317,哆啦A梦：新·大雄的日本诞生,3.5%,612.06,18,5.5%,17.2%
14318,夏有乔木 雅望天堂,2.4%,431.89,113,0.5%,76.4%
14319,宝贝当家,2.2%,399.75,10,6.3%,10.3%
14320,寒战2,1.9%,333.51,27,1.3%,28.0%
14321,大鱼海棠,1.7%,309.08,18,2.2%,19.2%
14322,情况不妙,1.1%,205.23,11,3.4%,10.5%
14323,陆垚知马俐,0.8%,146.71,17,1.2%,21.8%
14324,六弄咖啡馆,0.6%,106.42,5,3.4%,5.3%
14325,红色警戒999,0.3%,59.26,5,1.7%,5.3%
14326,催命符之劫后重生,0.2%,43.17,7,1.2%,8.0%
14327,惊天大逆转,0.2%,36.79,29,0.1%,35.2%
14328,天亮之前,0.2%,35.99,10,0.4%,12.6%
14329,老阿姨,0.1%,29.09,81,<0.1%,98.9%
14330,巴霍巴利王：开端,0.1%,24.97,14,0.2%,17.6%
14331,忍者神龟2：破影而出,0.1%,20.45,15,0.1%,18.2%
14332,刺猬小子之天生我刺,<0.1%,8.49,7,0.1%,9.1%
14333,致青春·原来你还在这里,<0.1%,7.22,7,0.1%,13.9%
14334,路边野餐,<0.1%,6.97,26,<0.1%,27.8%
14335,超级保镖,<0.1%,5.50,37,<0.1%,100%
14336,快手枪手快枪手,<0.1%,2.50,5,<0.1%,7.7%
14337,笔仙撞碟仙,<0.1%,2.39,5,<0.1%,10.2%
14338,摇滚藏獒,<0.1%,2.09,16,<0.1%,25.3%
14339,少年师爷之大禹宝藏,<0.1%,1.92,11,<0.1%,11.6%
14340,恐怖爱情故事之死亡公路,<0.1%,1.91,4,<0.1%,5.3%
14341,赏金猎人,<0.1%,1.45,7,<0.1%,9.2%
14342,泡沫之夏,<0.1%,1.31,4,<0.1%,8.9%
14343,冬,<0.1%,1.31,56,<0.1%,88.8%
14344,毒中毒,<0.1%,1.19,1,0.1%,1.6%
14345,超能太阳鸭,<0.1%,1.13,7,<0.1%,12.8%
14346,李三娘,<0.1%,1.09,23,<0.1%,--
14347,封神传奇,33.8%,5551.01,23,32.7%,14.4%
14348,绝地逃亡,32.2%,5284.83,31,21.6%,24.5%
14349,神秘世界历险记3,9.4%,1547.52,22,10.0%,21.0%
14350,泰山归来：险战丛林,9.2%,1522.22,28,7.0%,26.1%
14351,哆啦A梦：新·大雄的日本诞生,3.7%,617.88,18,5.5%,17.6%
14352,宝贝当家,2.2%,375.51,10,5.8%,10.7%
14353,大鱼海棠,2.0%,341.12,19,2.4%,19.7%
14354,寒战2,2.0%,331.56,25,1.5%,24.8%
14355,情况不妙,1.2%,201.03,11,3.2%,10.9%
14356,陆垚知马俐,1.0%,165.52,18,1.4%,22.0%
14357,六弄咖啡馆,0.7%,114.72,6,3.1%,6.1%
14358,红色警戒999,0.3%,50.99,5,1.5%,5.2%
14359,惊天大逆转,0.2%,40.62,27,0.1%,32.2%
14360,催命符之劫后重生,0.2%,37.86,6,1.2%,7.2%
14361,天亮之前,0.2%,36.74,10,0.5%,12.5%
14362,老阿姨,0.1%,24.81,78,<0.1%,96.5%
14363,忍者神龟2：破影而出,0.1%,24.13,15,0.1%,16.3%
14364,巴霍巴利王：开端,0.1%,22.59,12,0.2%,14.0%
14365,致青春·原来你还在这里,<0.1%,9.04,9,0.1%,15.4%
14366,刺猬小子之天生我刺,<0.1%,7.64,7,0.1%,8.8%
14367,那件疯狂的小事叫爱情,<0.1%,7.14,64,<0.1%,100%
14368,路边野餐,<0.1%,6.79,22,<0.1%,24.0%
14369,超级保镖,<0.1%,5.70,22,<0.1%,95.5%
14370,少年师爷之大禹宝藏,<0.1%,3.28,19,<0.1%,19.7%
14371,快手枪手快枪手,<0.1%,3.19,6,<0.1%,9.7%
14372,龙拳小子,<0.1%,3.17,29,<0.1%,100%
14373,精灵王座,<0.1%,2.93,24,<0.1%,19.6%
14374,超能太阳鸭,<0.1%,2.72,15,<0.1%,23.5%
14375,笔仙撞碟仙,<0.1%,2.33,4,0.1%,9.5%
14376,赏金猎人,<0.1%,1.72,8,<0.1%,10.8%
14377,夏有乔木 雅望天堂,<0.1%,1.68,26,<0.1%,34.8%
14378,摇滚藏獒,<0.1%,1.64,11,<0.1%,19.3%
14379,党的女儿尹灵芝,<0.1%,1.61,52,<0.1%,96.7%
14380,古田会议,<0.1%,1.57,20,<0.1%,25.1%
14381,恐怖爱情故事之死亡公路,<0.1%,1.53,3,<0.1%,4.4%
14382,冬,<0.1%,1.36,45,<0.1%,63.1%
14383,泡沫之夏,<0.1%,1.30,3,<0.1%,4.4%
14384,李三娘,<0.1%,1.13,23,<0.1%,--
14385,绝地逃亡,33.8%,2619.37,16,22.8%,11.8%
14386,封神传奇,32.8%,2540.43,12,31.3%,7.4%
14387,泰山归来：险战丛林,9.6%,742.42,13,8.0%,11.9%
14388,神秘世界历险记3,7.6%,589.42,10,9.3%,9.1%
14389,哆啦A梦：新·大雄的日本诞生,3.0%,234.79,8,5.2%,7.7%
14390,大鱼海棠,2.1%,167.49,10,2.5%,10.0%
14391,宝贝当家,2.0%,158.35,5,5.2%,5.3%
14392,寒战2,2.0%,155.44,11,1.7%,11.1%
14393,情况不妙,1.5%,117.51,7,3.2%,7.0%
14394,陆垚知马俐,1.3%,107.54,11,1.6%,13.0%
14395,老阿姨,0.7%,56.55,94,<0.1%,97.6%
14396,六弄咖啡馆,0.6%,49.26,3,3.0%,2.7%
14397,催命符之劫后重生,0.3%,27.98,5,1.2%,5.7%
14398,红色警戒999,0.3%,26.45,3,1.5%,3.0%
14399,天亮之前,0.2%,20.26,6,0.4%,7.5%
14400,惊天大逆转,0.1%,15.20,11,0.2%,11.9%
14401,夏有乔木 雅望天堂,0.1%,14.92,167,<0.1%,100%
14402,爱宠大机密,0.1%,14.11,11,0.1%,7.0%
14403,巴霍巴利王：开端,0.1%,12.23,6,0.3%,6.7%
14404,使徒行者,0.1%,9.86,340,<0.1%,88.4%
14405,忍者神龟2：破影而出,0.1%,9.18,8,0.1%,8.6%
14406,致青春·原来你还在这里,<0.1%,6.05,6,0.1%,9.3%
14407,超级保镖,<0.1%,5.74,20,<0.1%,100%
14408,路边野餐,<0.1%,3.51,11,<0.1%,11.8%
14409,快手枪手快枪手,<0.1%,2.45,4,<0.1%,7.0%
14410,刺猬小子之天生我刺,<0.1%,2.08,3,0.1%,3.2%
14411,谎言西西里,<0.1%,2.06,49,<0.1%,35.3%
14412,笔仙撞碟仙,<0.1%,1.88,4,0.1%,7.6%
14413,终极胜利,<0.1%,1.76,44,<0.1%,60.3%
14414,李三娘,<0.1%,1.06,23,<0.1%,--
14415,爱宠大机密,34.8%,3439.65,21,24.5%,14.7%
14416,绝地逃亡,24.8%,2450.42,16,20.1%,12.4%
14417,封神传奇,20.8%,2057.74,12,23.7%,8.4%
14418,泰山归来：险战丛林,6.6%,657.10,15,6.3%,13.4%
14419,神秘世界历险记3,3.1%,307.25,9,5.3%,8.4%
14420,寒战2,1.4%,146.54,14,1.2%,15.4%
14421,龙拳小子,1.1%,116.28,7,3.3%,6.8%
14422,哆啦A梦：新·大雄的日本诞生,1.1%,108.84,7,2.6%,7.1%
14423,大鱼海棠,1.0%,103.39,9,1.5%,10.2%
14424,陆垚知马俐,0.8%,86.22,11,1.2%,13.6%
14425,宝贝当家,0.7%,75.63,5,2.5%,5.5%
14426,老阿姨,0.5%,54.66,98,<0.1%,100%
14427,夏有乔木 雅望天堂,0.5%,50.92,237,<0.1%,100%
14428,情况不妙,0.4%,45.34,6,1.6%,5.9%
14429,催命符之劫后重生,0.2%,25.00,6,0.9%,6.8%
14430,六弄咖啡馆,0.2%,24.85,3,1.6%,2.8%
14431,红色警戒999,0.1%,15.69,3,0.9%,3.3%
14432,那件疯狂的小事叫爱情,0.1%,15.56,79,<0.1%,100%
14433,惊天大逆转,0.1%,13.82,12,0.1%,14.1%
14434,天亮之前,0.1%,13.40,6,0.3%,7.4%
14435,巴霍巴利王：开端,0.1%,10.77,7,0.2%,8.3%
14436,超级保镖,<0.1%,5.22,20,<0.1%,100%
14437,致青春·原来你还在这里,<0.1%,5.20,6,0.1%,9.1%
14438,使徒行者,<0.1%,4.38,125,<0.1%,56.5%
14439,我最好朋友的婚礼,<0.1%,3.23,162,<0.1%,--
14440,路边野餐,<0.1%,2.51,9,<0.1%,9.1%
14441,谎言西西里,<0.1%,2.26,54,<0.1%,71.4%
14442,快手枪手快枪手,<0.1%,2.19,5,<0.1%,8.4%
14443,泡沫之夏,<0.1%,1.87,3,<0.1%,5.6%
14444,笔仙撞碟仙,<0.1%,1.77,4,0.1%,8.0%
14445,微微一笑很倾城,<0.1%,1.58,316,<0.1%,--
14446,海洋之歌,<0.1%,1.34,298,<0.1%,--
14447,我们诞生在中国,<0.1%,1.24,108,<0.1%,100.0%
14448,恐怖爱情故事之死亡公路,<0.1%,1.18,3,<0.1%,3.8%
14449,返乡,<0.1%,1.17,157,<0.1%,100%
14450,李三娘,<0.1%,1.14,25,<0.1%,--
14451,爱宠大机密,36.4%,3020.82,17,25.6%,12.1%
14452,绝地逃亡,25.2%,2090.53,14,20.4%,10.4%
14453,封神传奇,19.3%,1600.72,10,22.8%,6.9%
14454,泰山归来：险战丛林,6.6%,547.30,12,6.5%,10.8%
14455,神秘世界历险记3,3.2%,267.52,8,5.2%,7.2%
14456,寒战2,1.4%,119.82,12,1.2%,12.0%
14457,大鱼海棠,1.0%,88.59,8,1.6%,8.4%
14458,哆啦A梦：新·大雄的日本诞生,1.0%,87.21,6,2.5%,5.8%
14459,陆垚知马俐,1.0%,83.12,10,1.3%,12.1%
14460,宝贝当家,0.7%,64.57,5,2.4%,5.0%
14461,老阿姨,0.6%,57.57,95,<0.1%,89.0%
14462,龙拳小子,0.6%,56.97,5,2.5%,4.5%
14463,情况不妙,0.4%,38.66,5,1.5%,5.3%
14464,催命符之劫后重生,0.2%,23.17,5,0.9%,6.1%
14465,六弄咖啡馆,0.2%,22.19,3,1.4%,2.6%
14466,红色警戒999,0.1%,13.54,3,0.8%,3.0%
14467,天亮之前,0.1%,12.84,7,0.3%,9.2%
14468,惊天大逆转,0.1%,11.19,10,0.1%,11.0%
14469,那件疯狂的小事叫爱情,0.1%,10.45,101,<0.1%,100%
14470,巴霍巴利王：开端,0.1%,8.53,5,0.2%,6.2%
14471,狼兵吼,<0.1%,8.12,2,0.5%,2.1%
14472,我最好朋友的婚礼,<0.1%,5.77,150,<0.1%,92.6%
14473,超级保镖,<0.1%,5.35,20,<0.1%,100%
14474,致青春·原来你还在这里,<0.1%,4.96,6,0.1%,8.3%
14475,夏有乔木 雅望天堂,<0.1%,3.55,89,<0.1%,73.4%
14476,盗墓笔记,<0.1%,3.31,92,<0.1%,--
14477,谎言西西里,<0.1%,2.69,71,<0.1%,28.3%
14478,泡沫之夏,<0.1%,2.32,4,<0.1%,7.5%
14479,笔仙撞碟仙,<0.1%,1.94,4,0.1%,7.0%
14480,路边野餐,<0.1%,1.89,7,<0.1%,7.0%
14481,快手枪手快枪手,<0.1%,1.41,4,<0.1%,6.2%
14482,刺猬小子之天生我刺,<0.1%,1.07,4,<0.1%,5.0%
14483,盗墓笔记,37.6%,3877.64,45,11.1%,29.6%
14484,爱宠大机密,24.3%,2507.38,15,23.8%,10.9%
14485,绝地逃亡,15.7%,1618.71,12,18.3%,9.1%
14486,封神传奇,9.2%,947.54,7,18.7%,5.1%
14487,泰山归来：险战丛林,3.6%,372.46,10,5.5%,8.7%
14488,神秘世界历险记3,2.2%,234.30,7,4.9%,6.6%
14489,夏有乔木 雅望天堂,0.9%,95.64,17,0.8%,13.2%
14490,寒战2,0.8%,89.80,10,1.0%,10.4%
14491,哆啦A梦：新·大雄的日本诞生,0.7%,77.30,6,2.3%,5.5%
14492,大鱼海棠,0.7%,75.20,7,1.4%,7.8%
14493,陆垚知马俐,0.6%,68.19,9,1.2%,10.5%
14494,龙拳小子,0.5%,54.83,6,1.9%,5.7%
14495,老阿姨,0.5%,53.65,96,<0.1%,100%
14496,宝贝当家,0.5%,53.05,4,2.1%,4.5%
14497,情况不妙,0.2%,25.57,4,1.2%,4.4%
14498,六弄咖啡馆,0.1%,18.70,2,1.2%,2.4%
14499,那件疯狂的小事叫爱情,0.1%,18.51,87,<0.1%,99.9%
14500,惊天大逆转,0.1%,11.59,10,0.1%,12.1%
14501,红色警戒999,0.1%,11.05,3,0.6%,2.8%
14502,催命符之劫后重生,<0.1%,10.26,3,0.7%,3.7%
14503,我最好朋友的婚礼,<0.1%,9.29,13,0.1%,10.5%
14504,天亮之前,<0.1%,8.30,5,0.2%,6.0%
14505,巴霍巴利王：开端,<0.1%,6.42,5,0.2%,5.7%
14506,狼兵吼,<0.1%,6.03,3,0.3%,2.6%
14507,使徒行者,<0.1%,4.79,116,<0.1%,60.3%
14508,泡沫之夏,<0.1%,4.17,10,<0.1%,23.1%
14509,致青春·原来你还在这里,<0.1%,3.98,5,0.1%,6.7%
14510,超级保镖,<0.1%,3.21,15,<0.1%,73.9%
14511,精灵王座,<0.1%,2.66,19,<0.1%,14.6%
14512,路边野餐,<0.1%,1.91,7,<0.1%,8.1%
14513,笔仙撞碟仙,<0.1%,1.51,3,0.1%,6.0%
14514,谎言西西里,<0.1%,1.08,56,<0.1%,41.2%
14515,李三娘,<0.1%,1.01,24,<0.1%,--
14516,盗墓笔记,65.3%,16116.06,54,37.7%,35.8%
14517,夏有乔木 雅望天堂,18.0%,4455.88,23,28.6%,20.4%
14518,爱宠大机密,8.4%,2088.20,26,10.9%,23.1%
14519,我最好朋友的婚礼,3.7%,926.97,13,11.1%,14.0%
14520,绝地逃亡,2.4%,605.45,19,4.2%,20.4%
14521,封神传奇,0.6%,157.79,8,2.8%,8.5%
14522,神秘世界历险记3,0.3%,79.55,12,0.9%,12.6%
14523,古曼,0.2%,57.10,10,1.2%,11.8%
14524,泰山归来：险战丛林,0.1%,40.18,12,0.3%,15.0%
14525,龙拳小子,0.1%,26.87,25,0.2%,35.9%
14526,寒战2,<0.1%,18.10,12,0.1%,17.2%
14527,老阿姨,<0.1%,14.27,77,<0.1%,97.4%
14528,狼兵吼,<0.1%,9.11,11,<0.1%,18.0%
14529,哆啦A梦：新·大雄的日本诞生,<0.1%,8.87,8,0.1%,9.8%
14530,大鱼海棠,<0.1%,8.67,7,0.1%,11.1%
14531,使徒行者,<0.1%,6.27,164,<0.1%,67.8%
14532,那件疯狂的小事叫爱情,<0.1%,5.33,28,<0.1%,72.1%
14533,陆垚知马俐,<0.1%,4.78,8,<0.1%,12.7%
14534,宝贝当家,<0.1%,3.95,4,0.1%,8.0%
14535,超级保镖,<0.1%,3.34,35,<0.1%,--
14536,终极胜利,<0.1%,1.73,48,<0.1%,74.1%
14537,红色警戒999,<0.1%,1.56,3,<0.1%,8.0%
14538,巴霍巴利王：开端,<0.1%,1.08,6,<0.1%,10.6%
14539,李三娘,<0.1%,1.04,30,<0.1%,--
14540,盗墓笔记,63.2%,15398.35,48,39.6%,31.7%
14541,爱宠大机密,16.8%,4109.84,40,13.6%,35.5%
14542,夏有乔木 雅望天堂,9.7%,2361.93,14,25.5%,11.8%
14543,绝地逃亡,3.9%,953.13,28,4.3%,30.9%
14544,我最好朋友的婚礼,3.1%,768.21,13,9.4%,13.5%
14545,神秘世界历险记3,0.9%,242.33,22,1.5%,23.1%
14546,封神传奇,0.7%,177.19,10,2.3%,11.9%
14547,泰山归来：险战丛林,0.2%,70.49,20,0.4%,24.0%
14548,古曼,0.1%,46.13,8,1.1%,9.7%
14549,寒战2,0.1%,37.17,21,0.1%,26.1%
14550,那件疯狂的小事叫爱情,0.1%,33.18,187,<0.1%,81.3%
14551,龙拳小子,0.1%,30.59,26,0.2%,34.5%
14552,哆啦A梦：新·大雄的日本诞生,<0.1%,21.49,12,0.2%,16.1%
14553,大鱼海棠,<0.1%,18.32,12,0.1%,17.4%
14554,陆垚知马俐,<0.1%,7.40,11,<0.1%,19.2%
14555,宝贝当家,<0.1%,5.47,5,0.1%,9.9%
14556,老阿姨,<0.1%,5.24,67,<0.1%,63.0%
14557,使徒行者,<0.1%,3.90,149,<0.1%,62.3%
14558,超级保镖,<0.1%,3.25,26,<0.1%,100%
14559,巴霍巴利王：开端,<0.1%,2.93,13,<0.1%,26.4%
14560,惊天大逆转,<0.1%,2.84,23,<0.1%,36.6%
14561,红色警戒999,<0.1%,2.59,4,<0.1%,10.0%
14562,狼兵吼,<0.1%,2.34,4,<0.1%,4.3%
14563,我们诞生在中国,<0.1%,1.93,151,<0.1%,99.3%
14564,六弄咖啡馆,<0.1%,1.77,5,<0.1%,10.3%
14565,新大头儿子和小头爸爸2一日成才,<0.1%,1.52,190,<0.1%,--
14566,终极胜利,<0.1%,1.46,145,<0.1%,100%
14567,情况不妙,<0.1%,1.30,4,<0.1%,9.0%
14568,李三娘,<0.1%,1.30,39,<0.1%,--
14569,天亮之前,<0.1%,1.29,9,<0.1%,18.0%
14570,路边野餐,<0.1%,1.15,20,<0.1%,26.4%
14571,盗墓笔记,58.4%,12406.83,39,39.9%,25.5%
14572,爱宠大机密,20.0%,4251.48,37,15.6%,32.9%
14573,夏有乔木 雅望天堂,9.5%,2036.82,13,22.3%,12.0%
14574,绝地逃亡,4.7%,1016.96,26,5.2%,27.5%
14575,我最好朋友的婚礼,3.1%,661.70,12,8.8%,12.5%
14576,神秘世界历险记3,1.4%,315.48,25,1.7%,25.7%
14577,封神传奇,0.8%,188.44,11,2.3%,12.9%
14578,泰山归来：险战丛林,0.3%,83.95,21,0.4%,23.6%
14579,龙拳小子,0.2%,43.33,36,0.2%,41.1%
14580,古曼,0.1%,39.85,7,1.2%,8.2%
14581,寒战2,0.1%,37.73,20,0.1%,24.8%
14582,哆啦A梦：新·大雄的日本诞生,0.1%,26.75,14,0.2%,17.9%
14583,大鱼海棠,0.1%,24.19,14,0.2%,18.5%
14584,谎言西西里,<0.1%,13.65,133,<0.1%,100%
14585,那件疯狂的小事叫爱情,<0.1%,10.45,18,<0.1%,59.6%
14586,使徒行者,<0.1%,8.97,145,<0.1%,100%
14587,陆垚知马俐,<0.1%,8.58,10,0.1%,16.7%
14588,超级保镖,<0.1%,7.21,39,<0.1%,100%
14589,宝贝当家,<0.1%,5.22,5,0.1%,10.5%
14590,我们诞生在中国,<0.1%,3.45,121,<0.1%,100.0%
14591,巴霍巴利王：开端,<0.1%,3.42,14,<0.1%,32.9%
14592,天亮之前,<0.1%,2.89,30,<0.1%,64.7%
14593,惊天大逆转,<0.1%,2.10,10,<0.1%,16.6%
14594,精灵王座,<0.1%,1.93,121,<0.1%,--
14595,六弄咖啡馆,<0.1%,1.86,3,<0.1%,6.9%
14596,红色警戒999,<0.1%,1.55,3,<0.1%,7.7%
14597,老阿姨,<0.1%,1.39,19,<0.1%,38.2%
14598,催命符之劫后重生,<0.1%,1.33,3,<0.1%,4.7%
14599,李三娘,<0.1%,1.18,31,<0.1%,--
14600,狼兵吼,<0.1%,1.14,2,<0.1%,2.2%
14601,路边野餐,<0.1%,1.07,16,<0.1%,17.7%
14602,盗墓笔记,57.1%,6176.78,21,39.5%,13.6%
14603,爱宠大机密,18.1%,1956.52,18,16.2%,15.7%
14604,夏有乔木 雅望天堂,11.0%,1192.85,9,20.6%,8.3%
14605,绝地逃亡,6.2%,676.14,16,6.2%,16.0%
14606,我最好朋友的婚礼,3.1%,336.20,7,8.8%,6.8%
14607,封神传奇,1.1%,128.43,7,2.7%,7.9%
14608,神秘世界历险记3,0.9%,107.79,10,1.6%,10.4%
14609,泰山归来：险战丛林,0.4%,52.66,11,0.6%,11.6%
14610,古曼,0.3%,38.24,7,1.3%,7.7%
14611,龙拳小子,0.1%,17.85,18,0.2%,22.4%
14612,寒战2,0.1%,16.48,14,0.1%,15.3%
14613,微微一笑很倾城,0.1%,15.83,166,<0.1%,100%
14614,老阿姨,0.1%,15.38,86,<0.1%,77.2%
14615,哆啦A梦：新·大雄的日本诞生,0.1%,11.58,7,0.2%,8.4%
14616,大鱼海棠,<0.1%,9.06,10,0.1%,13.1%
14617,谎言西西里,<0.1%,8.19,11,<0.1%,14.4%
14618,陆垚知马俐,<0.1%,7.59,7,0.1%,10.2%
14619,那件疯狂的小事叫爱情,<0.1%,6.36,69,<0.1%,99.7%
14620,危城,<0.1%,4.38,109,<0.1%,--
14621,超级保镖,<0.1%,3.80,32,<0.1%,100%
14622,天亮之前,<0.1%,3.20,11,<0.1%,23.9%
14623,宝贝当家,<0.1%,2.36,3,0.1%,4.3%
14624,狼兵吼,<0.1%,2.19,4,<0.1%,6.1%
14625,巴霍巴利王：开端,<0.1%,2.11,6,<0.1%,10.1%
14626,惊天大逆转,<0.1%,1.26,5,<0.1%,6.2%
14627,红色警戒999,<0.1%,1.09,3,<0.1%,7.2%
14628,盗墓笔记,54.2%,13938.77,50,35.5%,32.4%
14629,爱宠大机密,13.7%,3542.43,37,13.7%,31.2%
14630,夏有乔木 雅望天堂,11.1%,2871.47,28,15.4%,26.6%
14631,绝地逃亡,5.7%,1466.96,41,5.0%,42.3%
14632,谎言西西里,5.7%,1465.00,18,14.2%,17.7%
14633,那件疯狂的小事叫爱情,3.9%,1023.80,40,4.1%,37.2%
14634,我最好朋友的婚礼,2.9%,752.79,19,6.4%,19.6%
14635,封神传奇,0.7%,193.55,16,1.6%,20.7%
14636,神秘世界历险记3,0.3%,98.73,14,1.0%,14.2%
14637,泰山归来：险战丛林,0.3%,90.80,26,0.4%,28.8%
14638,古曼,0.3%,77.11,17,0.9%,22.4%
14639,危城,0.1%,33.51,246,<0.1%,89.0%
14640,寒战2,0.1%,31.00,27,0.1%,29.5%
14641,陆垚知马俐,<0.1%,12.11,15,0.1%,22.5%
14642,大鱼海棠,<0.1%,11.56,15,0.1%,20.1%
14643,微微一笑很倾城,<0.1%,8.07,100,<0.1%,100%
14644,老阿姨,<0.1%,7.65,52,<0.1%,74.6%
14645,哆啦A梦：新·大雄的日本诞生,<0.1%,7.63,8,0.1%,10.2%
14646,龙拳小子,<0.1%,7.57,16,<0.1%,25.1%
14647,超级保镖,<0.1%,4.00,27,<0.1%,100%
14648,催命符之劫后重生,<0.1%,3.26,6,0.1%,13.7%
14649,天亮之前,<0.1%,3.24,16,<0.1%,35.1%
14650,宝贝当家,<0.1%,3.04,5,0.1%,9.2%
14651,情况不妙,<0.1%,2.94,11,<0.1%,18.9%
14652,狼兵吼,<0.1%,2.58,5,<0.1%,7.3%
14653,巴霍巴利王：开端,<0.1%,2.23,12,<0.1%,24.8%
14654,笔仙撞碟仙,<0.1%,1.89,6,<0.1%,17.7%
14655,红色警戒999,<0.1%,1.88,5,<0.1%,18.2%
14656,惊天大逆转,<0.1%,1.60,12,<0.1%,19.5%
14657,毒中毒,<0.1%,1.33,10,<0.1%,47.9%
14658,致青春·原来你还在这里,<0.1%,1.32,17,<0.1%,43.2%
14659,精灵王座,<0.1%,1.17,293,<0.1%,--
14660,盗墓笔记,51.4%,4476.61,17,36.4%,10.5%
14661,爱宠大机密,20.9%,1818.50,17,16.3%,14.0%
14662,夏有乔木 雅望天堂,9.0%,784.14,8,15.2%,7.6%
14663,绝地逃亡,7.6%,664.86,15,6.4%,14.9%
14664,谎言西西里,2.4%,210.82,3,12.4%,2.9%
14665,使徒行者,2.2%,193.89,65,0.4%,43.0%
14666,我最好朋友的婚礼,2.0%,179.93,5,5.9%,5.2%
14667,封神传奇,1.0%,89.47,7,2.0%,7.8%
14668,神秘世界历险记3,0.9%,81.84,10,1.3%,9.6%
14669,泰山归来：险战丛林,0.5%,48.74,11,0.5%,11.7%
14670,古曼,0.3%,29.51,6,1.0%,7.5%
14671,那件疯狂的小事叫爱情,0.2%,19.17,10,<0.1%,24.9%
14672,寒战2,0.1%,16.38,13,0.1%,12.9%
14673,龙拳小子,0.1%,12.97,20,0.1%,25.0%
